,星期,時間,方向,里程,車速,交通量,經度,緯度
5092,5,32,1,49.2,100,17,121.29553,25.036482
5093,5,32,1,51.1,100,16,121.28173,25.025953
5094,5,32,1,53.2,97,26,121.2662,25.012943
5095,5,32,1,55.7,93,18,121.24772,24.998583
5096,5,32,1,57.8,100,4,121.2332,24.984413
5097,5,32,1,57.9,97,6,121.23253,24.984095
5098,5,32,1,61.0,104,9,121.20987,24.96525
5099,5,32,1,63.3,97,17,121.195595,24.949282
5100,5,32,1,66.4,95,22,121.17692,24.929544
5101,5,32,1,68.1,90,13,121.16759,24.917967
5102,5,32,1,69.9,100,19,121.15976,24.903297
5103,5,32,1,75.0,99,14,121.11173,24.893436
5104,5,32,1,88.0,100,17,121.01903,24.848719
5105,5,32,1,92.8,100,11,121.01031,24.808453
5106,5,32,1,95.0,104,12,121.00525,24.789621
5107,5,32,1,98.0,102,12,120.99886,24.763586
5108,5,32,1,104.5,100,18,120.9519,24.72713
5109,5,32,1,112.3,104,10,120.90427,24.679317
5110,5,32,1,129.2,104,9,120.83893,24.550442
5111,5,32,1,138.9,104,14,120.781906,24.48592
5112,5,32,1,146.5,106,20,120.775734,24.420513
5113,5,32,1,157.2,104,13,120.72085,24.339148
5114,5,32,1,162.1,108,13,120.69733,24.301186
5115,5,32,1,166.4,104,23,120.691956,24.262648
5116,5,32,1,169.9,100,13,120.68662,24.231537
5117,5,32,1,177.4,104,8,120.63561,24.184591
5118,5,32,1,180.2,106,18,120.62193,24.163706
5119,5,32,1,183.9,104,26,120.61725,24.130768
5120,5,32,1,190.6,108,13,120.56813,24.113571
5121,5,32,1,196.0,108,7,120.52785,24.085623
5122,5,32,1,201.1,111,18,120.52279,24.04064
5123,5,32,1,208.9,108,19,120.50612,23.971794
5124,5,32,1,215.6,111,17,120.49765,23.91277
5125,5,32,1,224.9,111,11,120.48488,23.830568
5126,5,32,1,232.2,108,10,120.469345,23.766329
5127,5,32,1,239.4,108,12,120.474915,23.702602
5128,5,32,1,242.5,111,16,120.46228,23.677376
5129,5,32,1,247.2,108,19,120.443115,23.639557
5130,5,32,1,251.4,111,17,120.43542,23.60199
5131,5,32,1,260.3,104,14,120.40559,23.52674
5132,5,32,1,267.4,104,9,120.3777,23.469402
5133,5,32,1,271.4,113,8,120.361565,23.436367
5134,5,32,1,282.7,115,11,120.32219,23.34747
5135,5,32,1,286.6,115,6,120.298706,23.320993
5136,5,32,1,293.0,108,13,120.26577,23.272589
5137,5,32,1,301.9,111,11,120.23642,23.197287
5138,5,32,1,308.3,111,13,120.23327,23.14075
5139,5,32,1,312.6,108,7,120.24768,23.104816
5140,5,32,1,318.5,106,4,120.25302,23.051311
5141,5,32,1,322.7,113,6,120.25,23.014172
5142,5,32,1,325.2,113,6,120.24818,22.991814
5143,5,32,1,328.6,104,11,120.249825,22.960903
5144,5,32,1,336.6,109,18,120.27215,22.892618
5145,5,32,1,339.8,104,22,120.28499,22.867418
5146,5,32,1,346.0,106,18,120.31273,22.818039
5147,5,32,1,356.1,108,20,120.33376,22.728956
5148,5,32,1,359.0,108,22,120.32818,22.703363
5149,5,32,1,364.0,115,11,120.332085,22.658892
5150,5,32,1,367.6,111,12,120.33622,22.62782
5151,5,32,1,368.6,0,0,120.33665,22.61912
5152,5,33,0,1.7,108,4,121.72591,25.109568
5153,5,33,0,2.9,97,14,121.71786,25.102837
5154,5,33,0,6.1,100,20,121.69364,25.088272
5155,5,33,0,9.9,99,24,121.659424,25.076044
5156,5,33,0,14.7,91,6,121.61352,25.065643
5157,5,33,0,15.5,97,19,121.6059,25.064753
5158,5,33,0,17.4,118,5,121.58804,25.065544
5159,5,33,0,20.0,99,6,121.562515,25.070993
5160,5,33,0,20.8,97,12,121.555016,25.072262
5161,5,33,0,21.3,97,13,121.55036,25.073053
5162,5,33,0,23.3,97,16,121.5307,25.073019
5163,5,33,0,25.6,100,26,121.50911,25.078068
5164,5,33,0,27.1,100,18,121.49402,25.075256
5165,5,33,0,29.3,100,35,121.47296,25.074797
5166,5,33,0,33.3,99,8,121.435135,25.068148
5167,5,33,0,34.0,102,10,121.428055,25.068
5168,5,33,0,37.6,95,32,121.39731,25.058666
5169,5,33,0,41.3,97,17,121.36356,25.064968
5170,5,33,0,44.7,97,8,121.33207,25.059242
5171,5,33,0,46.7,97,21,121.317764,25.047075
5172,5,33,0,49.2,97,13,121.29553,25.036482
5173,5,33,0,51.1,104,16,121.28173,25.025953
5174,5,33,0,53.2,93,15,121.2662,25.012943
5175,5,33,0,55.7,100,34,121.24772,24.998583
5176,5,33,0,57.9,99,6,121.23298,24.983667
5177,5,33,0,58.4,97,27,121.22894,24.980558
5178,5,33,0,60.8,108,4,121.21162,24.965878
5179,5,33,0,63.3,100,19,121.195595,24.949282
5180,5,33,0,66.4,100,17,121.17692,24.929544
5181,5,33,0,68.1,100,18,121.16759,24.917967
5182,5,33,0,69.9,97,13,121.15976,24.903297
5183,5,33,0,75.0,106,14,121.11173,24.893436
5184,5,33,0,88.0,100,24,121.01903,24.848719
5185,5,33,0,92.8,104,27,121.01031,24.808453
5186,5,33,0,95.6,115,23,121.00372,24.783943
5187,5,33,0,97.9,108,33,120.99989,24.764414
5188,5,33,0,104.5,104,32,120.9519,24.72713
5189,5,33,0,112.3,104,27,120.90427,24.679317
5190,5,33,0,129.2,104,25,120.83893,24.550442
5191,5,33,0,138.9,108,22,120.781906,24.48592
5192,5,33,0,146.5,108,22,120.775734,24.420513
5193,5,33,0,157.2,104,19,120.72085,24.339148
5194,5,33,0,162.1,108,20,120.69733,24.301186
5195,5,33,0,166.4,104,20,120.691956,24.262648
5196,5,33,0,169.9,104,28,120.68662,24.231537
5197,5,33,0,177.4,104,23,120.63561,24.184591
5198,5,33,0,180.2,108,13,120.62193,24.163706
5199,5,33,0,183.9,102,26,120.61725,24.130768
5200,5,33,0,190.6,104,21,120.56813,24.113571
5201,5,33,0,196.0,108,11,120.52785,24.085623
5202,5,33,0,201.1,111,19,120.52279,24.04064
5203,5,33,0,208.9,108,18,120.50612,23.971794
5204,5,33,0,215.6,111,18,120.49765,23.91277
5205,5,33,0,224.9,115,17,120.48488,23.830568
5206,5,33,0,232.2,108,17,120.469345,23.766329
5207,5,33,0,239.4,108,18,120.474915,23.702602
5208,5,33,0,242.5,118,10,120.46228,23.677376
5209,5,33,0,247.2,111,15,120.443115,23.639557
5210,5,33,0,251.4,108,15,120.43542,23.60199
5211,5,33,0,260.3,111,13,120.40559,23.52674
5212,5,33,0,267.4,104,10,120.3777,23.469402
5213,5,33,0,271.4,108,11,120.361565,23.436367
5214,5,33,0,282.7,115,13,120.32219,23.34747
5215,5,33,0,286.6,111,10,120.298706,23.320993
5216,5,33,0,293.0,115,7,120.26577,23.272589
5217,5,33,0,301.9,108,11,120.23642,23.197287
5218,5,33,0,308.3,111,15,120.23327,23.14075
5219,5,33,0,312.6,111,18,120.24768,23.104816
5220,5,33,0,318.5,108,20,120.25302,23.051311
5221,5,33,0,322.7,108,17,120.25,23.014172
5222,5,33,0,325.2,108,13,120.24818,22.991814
5223,5,33,0,328.6,108,13,120.249825,22.960903
5224,5,33,0,336.6,111,13,120.27215,22.892618
5225,5,33,0,339.8,104,5,120.28499,22.867418
5226,5,33,0,346.0,100,6,120.31273,22.818039
5227,5,33,0,355.9,108,15,120.33429,22.730904
5228,5,33,0,359.0,108,15,120.32818,22.703363
5229,5,33,0,364.0,108,15,120.332085,22.658892
5230,5,33,0,367.6,118,12,120.33622,22.62782
5231,5,33,0,369.6,111,12,120.33961,22.609428
5232,5,33,0,373.6,90,2,120.32315,22.581932
5233,5,33,1,0.5,90,10,121.731766,25.118786
5234,5,33,1,1.7,90,11,121.72591,25.109568
5235,5,33,1,2.9,99,12,121.71786,25.102837
5236,5,33,1,6.1,100,15,121.69364,25.088272
5237,5,33,1,9.9,108,7,121.65948,25.076263
5238,5,33,1,14.7,97,13,121.61352,25.065643
5239,5,33,1,15.5,99,10,121.6059,25.064753
5240,5,33,1,16.3,100,8,121.59873,25.064007
5241,5,33,1,18.2,97,11,121.58023,25.068987
5242,5,33,1,20.6,100,10,121.55774,25.07275
5243,5,33,1,24.8,104,18,121.5166,25.077631
5244,5,33,1,26.4,104,24,121.50139,25.077463
5245,5,33,1,29.3,100,35,121.47296,25.074797
5246,5,33,1,30.5,97,6,121.46066,25.075554
5247,5,33,1,33.4,90,7,121.43328,25.068727
5248,5,33,1,33.9,104,12,121.428764,25.06824
5249,5,33,1,37.6,97,22,121.39731,25.058666
5250,5,33,1,41.3,97,27,121.36356,25.064968
5251,5,33,1,44.7,100,15,121.331856,25.060125
5252,5,33,1,46.7,97,21,121.317764,25.047075
5253,5,33,1,49.2,100,23,121.29553,25.036482
5254,5,33,1,51.1,95,28,121.28173,25.025953
5255,5,33,1,53.2,97,30,121.2662,25.012943
5256,5,33,1,55.7,99,24,121.24772,24.998583
5257,5,33,1,57.8,104,4,121.2332,24.984413
5258,5,33,1,57.9,95,14,121.23253,24.984095
5259,5,33,1,61.0,97,10,121.20987,24.96525
5260,5,33,1,63.3,100,15,121.195595,24.949282
5261,5,33,1,66.4,106,20,121.17692,24.929544
5262,5,33,1,68.1,97,11,121.16759,24.917967
5263,5,33,1,69.9,100,14,121.15976,24.903297
5264,5,33,1,75.0,104,19,121.11173,24.893436
5265,5,33,1,88.0,104,14,121.01903,24.848719
5266,5,33,1,92.8,104,9,121.01031,24.808453
5267,5,33,1,95.0,100,9,121.00525,24.789621
5268,5,33,1,98.0,104,9,120.99886,24.763586
5269,5,33,1,104.5,104,13,120.9519,24.72713
5270,5,33,1,112.3,104,8,120.90427,24.679317
5271,5,33,1,129.2,104,12,120.83893,24.550442
5272,5,33,1,138.9,102,12,120.781906,24.48592
5273,5,33,1,146.5,104,14,120.775734,24.420513
5274,5,33,1,157.2,104,17,120.72085,24.339148
5275,5,33,1,162.1,108,13,120.69733,24.301186
5276,5,33,1,166.4,108,19,120.691956,24.262648
5277,5,33,1,169.9,100,21,120.68662,24.231537
5278,5,33,1,177.4,109,12,120.63561,24.184591
5279,5,33,1,180.2,104,16,120.62193,24.163706
5280,5,33,1,183.9,104,12,120.61725,24.130768
5281,5,33,1,190.6,111,21,120.56813,24.113571
5282,5,33,1,196.0,111,11,120.52785,24.085623
5283,5,33,1,201.1,104,8,120.52279,24.04064
5284,5,33,1,208.9,113,10,120.50612,23.971794
5285,5,33,1,215.6,111,15,120.49765,23.91277
5286,5,33,1,224.9,108,13,120.48488,23.830568
5287,5,33,1,232.2,111,12,120.469345,23.766329
5288,5,33,1,239.4,111,10,120.474915,23.702602
5289,5,33,1,242.5,111,8,120.46228,23.677376
5290,5,33,1,247.2,106,8,120.443115,23.639557
5291,5,33,1,251.4,108,19,120.43542,23.60199
5292,5,33,1,260.3,106,12,120.40559,23.52674
5293,5,33,1,267.4,111,16,120.3777,23.469402
5294,5,33,1,271.4,111,8,120.361565,23.436367
5295,5,33,1,282.7,106,14,120.32219,23.34747
5296,5,33,1,286.6,136,7,120.298706,23.320993
5297,5,33,1,293.0,115,11,120.26577,23.272589
5298,5,33,1,301.9,115,13,120.23642,23.197287
5299,5,33,1,308.3,111,18,120.23327,23.14075
5300,5,33,1,312.6,108,18,120.24768,23.104816
5301,5,33,1,318.5,109,10,120.25302,23.051311
5302,5,33,1,322.7,108,5,120.25,23.014172
5303,5,33,1,325.2,97,3,120.24818,22.991814
5304,5,33,1,328.6,109,6,120.249825,22.960903
5305,5,33,1,336.6,115,12,120.27215,22.892618
5306,5,33,1,339.8,104,13,120.28499,22.867418
5307,5,33,1,346.0,104,24,120.31273,22.818039
5308,5,33,1,356.1,108,17,120.33376,22.728956
5309,5,33,1,359.0,106,24,120.32818,22.703363
5310,5,33,1,364.0,111,15,120.332085,22.658892
5311,5,33,1,367.6,113,14,120.33622,22.62782
5312,5,33,1,368.6,0,0,120.33665,22.61912
5313,5,34,0,1.7,93,11,121.72591,25.109568
5314,5,34,0,2.9,90,7,121.71786,25.102837
5315,5,34,0,6.1,99,8,121.69364,25.088272
5316,5,34,0,9.9,97,12,121.659424,25.076044
5317,5,34,0,14.7,95,14,121.61352,25.065643
5318,5,34,0,15.5,100,23,121.6059,25.064753
5319,5,34,0,17.4,55,2,121.58804,25.065544
5320,5,34,0,20.0,100,8,121.562515,25.070993
5321,5,34,0,20.8,97,10,121.555016,25.072262
5322,5,34,0,21.3,100,18,121.55036,25.073053
5323,5,34,0,23.3,100,15,121.5307,25.073019
5324,5,34,0,25.6,93,33,121.50911,25.078068
5325,5,34,0,27.1,95,10,121.49402,25.075256
5326,5,34,0,29.3,97,25,121.47296,25.074797
5327,5,34,0,33.3,100,7,121.435135,25.068148
5328,5,34,0,34.0,104,6,121.428055,25.068
5329,5,34,0,37.6,97,30,121.39731,25.058666
5330,5,34,0,41.3,100,22,121.36356,25.064968
5331,5,34,0,44.7,100,13,121.33207,25.059242
5332,5,34,0,46.7,97,20,121.317764,25.047075
5333,5,34,0,49.2,100,20,121.29553,25.036482
5334,5,34,0,51.1,104,19,121.28173,25.025953
5335,5,34,0,53.2,100,19,121.2662,25.012943
5336,5,34,0,55.7,102,30,121.24772,24.998583
5337,5,34,0,57.9,100,7,121.23298,24.983667
5338,5,34,0,58.4,100,15,121.22894,24.980558
5339,5,34,0,60.8,104,1,121.21162,24.965878
5340,5,34,0,63.3,100,7,121.195595,24.949282
5341,5,34,0,66.4,97,13,121.17692,24.929544
5342,5,34,0,68.1,100,18,121.16759,24.917967
5343,5,34,0,69.9,100,14,121.15976,24.903297
5344,5,34,0,75.0,104,19,121.11173,24.893436
5345,5,34,0,88.0,100,24,121.01903,24.848719
5346,5,34,0,92.8,100,40,121.01031,24.808453
5347,5,34,0,95.6,104,29,121.00372,24.783943
5348,5,34,0,97.9,104,24,120.99989,24.764414
5349,5,34,0,104.5,99,20,120.9519,24.72713
5350,5,34,0,112.3,104,24,120.90427,24.679317
5351,5,34,0,129.2,99,18,120.83893,24.550442
5352,5,34,0,138.9,108,23,120.781906,24.48592
5353,5,34,0,146.5,106,16,120.775734,24.420513
5354,5,34,0,157.2,106,14,120.72085,24.339148
5355,5,34,0,162.1,108,25,120.69733,24.301186
5356,5,34,0,166.4,111,18,120.691956,24.262648
5357,5,34,0,169.9,111,20,120.68662,24.231537
5358,5,34,0,177.4,108,17,120.63561,24.184591
5359,5,34,0,180.2,106,14,120.62193,24.163706
5360,5,34,0,183.9,108,10,120.61725,24.130768
5361,5,34,0,190.6,108,9,120.56813,24.113571
5362,5,34,0,196.0,111,17,120.52785,24.085623
5363,5,34,0,201.1,115,19,120.52279,24.04064
5364,5,34,0,208.9,111,18,120.50612,23.971794
5365,5,34,0,215.6,111,17,120.49765,23.91277
5366,5,34,0,224.9,111,15,120.48488,23.830568
5367,5,34,0,232.2,106,12,120.469345,23.766329
5368,5,34,0,239.4,113,12,120.474915,23.702602
5369,5,34,0,242.5,111,17,120.46228,23.677376
5370,5,34,0,247.2,109,12,120.443115,23.639557
5371,5,34,0,251.4,108,14,120.43542,23.60199
5372,5,34,0,260.3,108,12,120.40559,23.52674
5373,5,34,0,267.4,111,13,120.3777,23.469402
5374,5,34,0,271.4,111,10,120.361565,23.436367
5375,5,34,0,282.7,109,8,120.32219,23.34747
5376,5,34,0,286.6,108,11,120.298706,23.320993
5377,5,34,0,293.0,111,12,120.26577,23.272589
5378,5,34,0,301.9,111,14,120.23642,23.197287
5379,5,34,0,308.3,111,17,120.23327,23.14075
5380,5,34,0,312.6,109,20,120.24768,23.104816
5381,5,34,0,318.5,108,18,120.25302,23.051311
5382,5,34,0,322.7,108,11,120.25,23.014172
5383,5,34,0,325.2,108,11,120.24818,22.991814
5384,5,34,0,328.6,115,5,120.249825,22.960903
5385,5,34,0,336.6,97,6,120.27215,22.892618
5386,5,34,0,339.8,104,11,120.28499,22.867418
5387,5,34,0,346.0,104,11,120.31273,22.818039
5388,5,34,0,355.9,102,14,120.33429,22.730904
5389,5,34,0,359.0,100,17,120.32818,22.703363
5390,5,34,0,364.0,111,14,120.332085,22.658892
5391,5,34,0,367.6,108,10,120.33622,22.62782
5392,5,34,0,369.6,102,14,120.33961,22.609428
5393,5,34,0,373.6,82,1,120.32315,22.581932
5394,5,34,1,0.5,90,12,121.731766,25.118786
5395,5,34,1,1.7,88,14,121.72591,25.109568
5396,5,34,1,2.9,90,10,121.71786,25.102837
5397,5,34,1,6.1,93,12,121.69364,25.088272
5398,5,34,1,9.9,113,6,121.65948,25.076263
5399,5,34,1,14.7,104,11,121.61352,25.065643
5400,5,34,1,15.5,91,10,121.6059,25.064753
5401,5,34,1,16.3,104,10,121.59873,25.064007
5402,5,34,1,18.2,100,16,121.58023,25.068987
5403,5,34,1,20.6,108,9,121.55774,25.07275
5404,5,34,1,24.8,104,34,121.5166,25.077631
5405,5,34,1,26.4,100,23,121.50139,25.077463
5406,5,34,1,29.3,100,13,121.47296,25.074797
5407,5,34,1,30.5,100,11,121.46066,25.075554
5408,5,34,1,33.4,90,2,121.43328,25.068727
5409,5,34,1,33.9,97,33,121.428764,25.06824
5410,5,34,1,37.6,100,22,121.39731,25.058666
5411,5,34,1,41.3,104,19,121.36356,25.064968
5412,5,34,1,44.7,100,9,121.331856,25.060125
5413,5,34,1,46.7,104,21,121.317764,25.047075
5414,5,34,1,49.2,104,19,121.29553,25.036482
5415,5,34,1,51.1,100,19,121.28173,25.025953
5416,5,34,1,53.2,97,29,121.2662,25.012943
5417,5,34,1,55.7,97,17,121.24772,24.998583
5418,5,34,1,57.8,100,5,121.2332,24.984413
5419,5,34,1,57.9,100,4,121.23253,24.984095
5420,5,34,1,61.0,100,18,121.20987,24.96525
5421,5,34,1,63.3,93,17,121.195595,24.949282
5422,5,34,1,66.4,97,19,121.17692,24.929544
5423,5,34,1,68.1,95,8,121.16759,24.917967
5424,5,34,1,69.9,106,10,121.15976,24.903297
5425,5,34,1,75.0,100,22,121.11173,24.893436
5426,5,34,1,88.0,104,21,121.01903,24.848719
5427,5,34,1,92.8,108,13,121.01031,24.808453
5428,5,34,1,95.0,100,12,121.00525,24.789621
5429,5,34,1,98.0,111,9,120.99886,24.763586
5430,5,34,1,104.5,100,13,120.9519,24.72713
5431,5,34,1,112.3,100,18,120.90427,24.679317
5432,5,34,1,129.2,104,10,120.83893,24.550442
5433,5,34,1,138.9,100,10,120.781906,24.48592
5434,5,34,1,146.5,108,9,120.775734,24.420513
5435,5,34,1,157.2,104,9,120.72085,24.339148
5436,5,34,1,162.1,104,15,120.69733,24.301186
5437,5,34,1,166.4,108,15,120.691956,24.262648
5438,5,34,1,169.9,109,18,120.68662,24.231537
5439,5,34,1,177.4,111,9,120.63561,24.184591
5440,5,34,1,180.2,108,13,120.62193,24.163706
5441,5,34,1,183.9,100,16,120.61725,24.130768
5442,5,34,1,190.6,104,15,120.56813,24.113571
5443,5,34,1,196.0,106,14,120.52785,24.085623
5444,5,34,1,201.1,111,15,120.52279,24.04064
5445,5,34,1,208.9,108,11,120.50612,23.971794
5446,5,34,1,215.6,113,8,120.49765,23.91277
5447,5,34,1,224.9,109,14,120.48488,23.830568
5448,5,34,1,232.2,111,17,120.469345,23.766329
5449,5,34,1,239.4,111,13,120.474915,23.702602
5450,5,34,1,242.5,111,13,120.46228,23.677376
5451,5,34,1,247.2,108,14,120.443115,23.639557
5452,5,34,1,251.4,104,9,120.43542,23.60199
5453,5,34,1,260.3,108,14,120.40559,23.52674
5454,5,34,1,267.4,108,17,120.3777,23.469402
5455,5,34,1,271.4,108,17,120.361565,23.436367
5456,5,34,1,282.7,108,17,120.32219,23.34747
5457,5,34,1,286.6,117,14,120.298706,23.320993
5458,5,34,1,293.0,131,8,120.26577,23.272589
5459,5,34,1,301.9,117,12,120.23642,23.197287
5460,5,34,1,308.3,117,14,120.23327,23.14075
5461,5,34,1,312.6,104,9,120.24768,23.104816
5462,5,34,1,318.5,108,16,120.25302,23.051311
5463,5,34,1,322.7,111,17,120.25,23.014172
5464,5,34,1,325.2,108,9,120.24818,22.991814
5465,5,34,1,328.6,108,7,120.249825,22.960903
5466,5,34,1,336.6,115,5,120.27215,22.892618
5467,5,34,1,339.8,108,12,120.28499,22.867418
5468,5,34,1,346.0,100,14,120.31273,22.818039
5469,5,34,1,356.1,104,17,120.33376,22.728956
5470,5,34,1,359.0,104,16,120.32818,22.703363
5471,5,34,1,364.0,111,12,120.332085,22.658892
5472,5,34,1,367.6,115,13,120.33622,22.62782
5473,5,34,1,368.6,79,1,120.33665,22.61912
5474,5,35,0,1.7,90,11,121.72591,25.109568
5475,5,35,0,2.9,90,12,121.71786,25.102837
5476,5,35,0,6.1,100,11,121.69364,25.088272
5477,5,35,0,9.9,100,23,121.659424,25.076044
5478,5,35,0,14.7,100,10,121.61352,25.065643
5479,5,35,0,15.5,100,21,121.6059,25.064753
5480,5,35,0,17.4,115,3,121.58804,25.065544
5481,5,35,0,20.0,93,5,121.562515,25.070993
5482,5,35,0,20.8,104,11,121.555016,25.072262
5483,5,35,0,21.3,97,13,121.55036,25.073053
5484,5,35,0,23.3,95,10,121.5307,25.073019
5485,5,35,0,25.6,93,33,121.50911,25.078068
5486,5,35,0,27.1,100,15,121.49402,25.075256
5487,5,35,0,29.3,93,25,121.47296,25.074797
5488,5,35,0,33.3,104,5,121.435135,25.068148
5489,5,35,0,34.0,108,6,121.428055,25.068
5490,5,35,0,37.6,97,35,121.39731,25.058666
5491,5,35,0,41.3,100,25,121.36356,25.064968
5492,5,35,0,44.7,102,4,121.33207,25.059242
5493,5,35,0,46.7,100,25,121.317764,25.047075
5494,5,35,0,49.2,100,18,121.29553,25.036482
5495,5,35,0,51.1,106,22,121.28173,25.025953
5496,5,35,0,53.2,93,16,121.2662,25.012943
5497,5,35,0,55.7,102,20,121.24772,24.998583
5498,5,35,0,57.9,104,9,121.23298,24.983667
5499,5,35,0,58.4,99,16,121.22894,24.980558
5500,5,35,0,60.8,104,2,121.21162,24.965878
5501,5,35,0,63.3,100,12,121.195595,24.949282
5502,5,35,0,66.4,100,21,121.17692,24.929544
5503,5,35,0,68.1,104,19,121.16759,24.917967
5504,5,35,0,69.9,100,16,121.15976,24.903297
5505,5,35,0,75.0,104,15,121.11173,24.893436
5506,5,35,0,88.0,104,23,121.01903,24.848719
5507,5,35,0,92.8,100,24,121.01031,24.808453
5508,5,35,0,95.6,100,26,121.00372,24.783943
5509,5,35,0,97.9,104,20,120.99989,24.764414
5510,5,35,0,104.5,100,19,120.9519,24.72713
5511,5,35,0,112.3,97,18,120.90427,24.679317
5512,5,35,0,129.2,108,22,120.83893,24.550442
5513,5,35,0,138.9,108,17,120.781906,24.48592
5514,5,35,0,146.5,104,17,120.775734,24.420513
5515,5,35,0,157.2,104,27,120.72085,24.339148
5516,5,35,0,162.1,108,15,120.69733,24.301186
5517,5,35,0,166.4,108,17,120.691956,24.262648
5518,5,35,0,169.9,104,19,120.68662,24.231537
5519,5,35,0,177.4,100,16,120.63561,24.184591
5520,5,35,0,180.2,111,15,120.62193,24.163706
5521,5,35,0,183.9,109,14,120.61725,24.130768
5522,5,35,0,190.6,108,19,120.56813,24.113571
5523,5,35,0,196.0,115,17,120.52785,24.085623
5524,5,35,0,201.1,111,13,120.52279,24.04064
5525,5,35,0,208.9,108,18,120.50612,23.971794
5526,5,35,0,215.6,108,18,120.49765,23.91277
5527,5,35,0,224.9,108,15,120.48488,23.830568
5528,5,35,0,232.2,108,17,120.469345,23.766329
5529,5,35,0,239.4,108,18,120.474915,23.702602
5530,5,35,0,242.5,108,13,120.46228,23.677376
5531,5,35,0,247.2,104,16,120.443115,23.639557
5532,5,35,0,251.4,108,11,120.43542,23.60199
5533,5,35,0,260.3,115,14,120.40559,23.52674
5534,5,35,0,267.4,108,9,120.3777,23.469402
5535,5,35,0,271.4,111,12,120.361565,23.436367
5536,5,35,0,282.7,115,8,120.32219,23.34747
5537,5,35,0,286.6,104,11,120.298706,23.320993
5538,5,35,0,293.0,111,13,120.26577,23.272589
5539,5,35,0,301.9,111,20,120.23642,23.197287
5540,5,35,0,308.3,111,15,120.23327,23.14075
5541,5,35,0,312.6,108,19,120.24768,23.104816
5542,5,35,0,318.5,108,13,120.25302,23.051311
5543,5,35,0,322.7,111,7,120.25,23.014172
5544,5,35,0,325.2,113,6,120.24818,22.991814
5545,5,35,0,328.6,106,2,120.249825,22.960903
5546,5,35,0,336.6,100,9,120.27215,22.892618
5547,5,35,0,339.8,118,15,120.28499,22.867418
5548,5,35,0,346.0,111,15,120.31273,22.818039
5549,5,35,0,355.9,115,14,120.33429,22.730904
5550,5,35,0,359.0,127,10,120.32818,22.703363
5551,5,35,0,364.0,108,19,120.332085,22.658892
5552,5,35,0,367.6,111,14,120.33622,22.62782
5553,5,35,0,369.6,100,15,120.33961,22.609428
5554,5,35,0,373.6,21,1,120.32315,22.581932
5555,5,35,1,0.5,93,15,121.731766,25.118786
5556,5,35,1,1.7,93,12,121.72591,25.109568
5557,5,35,1,2.9,90,17,121.71786,25.102837
5558,5,35,1,6.1,99,14,121.69364,25.088272
5559,5,35,1,9.9,118,3,121.65948,25.076263
5560,5,35,1,14.7,100,12,121.61352,25.065643
5561,5,35,1,15.5,97,10,121.6059,25.064753
5562,5,35,1,16.3,97,8,121.59873,25.064007
5563,5,35,1,18.2,104,9,121.58023,25.068987
5564,5,35,1,20.6,100,15,121.55774,25.07275
5565,5,35,1,24.8,100,39,121.5166,25.077631
5566,5,35,1,26.4,104,33,121.50139,25.077463
5567,5,35,1,29.3,100,31,121.47296,25.074797
5568,5,35,1,30.5,97,5,121.46066,25.075554
5569,5,35,1,33.4,100,7,121.43328,25.068727
5570,5,35,1,33.9,100,15,121.428764,25.06824
5571,5,35,1,37.6,95,14,121.39731,25.058666
5572,5,35,1,41.3,102,18,121.36356,25.064968
5573,5,35,1,44.7,100,5,121.331856,25.060125
5574,5,35,1,46.7,104,20,121.317764,25.047075
5575,5,35,1,49.2,108,21,121.29553,25.036482
5576,5,35,1,51.1,100,18,121.28173,25.025953
5577,5,35,1,53.2,100,32,121.2662,25.012943
5578,5,35,1,55.7,97,20,121.24772,24.998583
5579,5,35,1,57.8,102,4,121.2332,24.984413
5580,5,35,1,57.9,100,3,121.23253,24.984095
5581,5,35,1,61.0,104,12,121.20987,24.96525
5582,5,35,1,63.3,97,12,121.195595,24.949282
5583,5,35,1,66.4,100,16,121.17692,24.929544
5584,5,35,1,68.1,90,12,121.16759,24.917967
5585,5,35,1,69.9,100,11,121.15976,24.903297
5586,5,35,1,75.0,100,28,121.11173,24.893436
5587,5,35,1,88.0,102,26,121.01903,24.848719
5588,5,35,1,92.8,100,15,121.01031,24.808453
5589,5,35,1,95.0,100,13,121.00525,24.789621
5590,5,35,1,98.0,104,13,120.99886,24.763586
5591,5,35,1,104.5,104,7,120.9519,24.72713
5592,5,35,1,112.3,104,7,120.90427,24.679317
5593,5,35,1,129.2,102,16,120.83893,24.550442
5594,5,35,1,138.9,100,7,120.781906,24.48592
5595,5,35,1,146.5,100,13,120.775734,24.420513
5596,5,35,1,157.2,102,12,120.72085,24.339148
5597,5,35,1,162.1,111,8,120.69733,24.301186
5598,5,35,1,166.4,113,14,120.691956,24.262648
5599,5,35,1,169.9,108,17,120.68662,24.231537
5600,5,35,1,177.4,111,11,120.63561,24.184591
5601,5,35,1,180.2,108,11,120.62193,24.163706
5602,5,35,1,183.9,104,12,120.61725,24.130768
5603,5,35,1,190.6,104,15,120.56813,24.113571
5604,5,35,1,196.0,108,13,120.52785,24.085623
5605,5,35,1,201.1,106,12,120.52279,24.04064
5606,5,35,1,208.9,111,16,120.50612,23.971794
5607,5,35,1,215.6,108,9,120.49765,23.91277
5608,5,35,1,224.9,108,9,120.48488,23.830568
